"CSV file for plotted parameters
Date: Fri Aug 18 12:55:26 2023
For EdSimObjectWrapper named 'Scene'

"
"Simulation Time (sec)","Motorcycle.Assembly.Body.Outputs.World Transform Position (x)","Motorcycle.Assembly.Body.Outputs.World Transform Position (y)","Motorcycle.Assembly.Body.Outputs.World Transform Position (z)","Motorcycle.Assembly.Body.Outputs.World Transform Orientation (x)","Motorcycle.Assembly.Body.Outputs.World Transform Orientation (y)","Motorcycle.Assembly.Body.Outputs.World Transform Orientation (z)","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Velocity (x) ( rad/s )","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Velocity (y) ( rad/s )","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Velocity (z) ( rad/s )","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Acceleration (x) ( rad/s² )","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Acceleration (y) ( rad/s² )","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Acceleration (z) ( rad/s² )","Motorcycle.Assembly.Fly wheel [H] Body.Outputs.Controlled Axes.Fields.Angular.Fields.Current State.Fields.Velocity ( rad/s )","Motorcycle.Assembly.Fly wheel [H] Body.Outputs.Controlled Axes.Fields.Angular.Fields.Current State.Fields.Control Force ( N.m )","Motorcycle.Assembly.Rear wheel [H] Body.Outputs.Controlled Axes.Fields.Angular.Fields.Current State.Fields.Velocity ( rad/s )"
9.41666667,-0.04514971,-20.28674878,-0.17656675,-0.30350086,-0.49934355,-0.86551515,-0.27626384,0.09013969,0.01412886,0.05653995,2.22480250,-0.20944063,5.03110545,25.12939635,6.94267383
9.43333333,-0.04562462,-20.32261532,-0.17232191,-0.35871899,-0.44694210,-0.86138368,-0.05786002,0.05489876,0.00400913,13.10424308,-2.11428082,-0.60720257,5.14430759,19.54696790,6.94186448
9.45000000,-0.04626189,-20.35818410,-0.17067552,-0.24924215,-0.38594465,-0.86502034,0.11467155,0.06385529,-0.00414704,10.35189552,0.53739689,-0.48937099,5.31282650,21.14224285,6.94148904
9.46666667,-0.04716512,-20.39374654,-0.17175276,-0.13923290,-0.29885031,-0.87095315,0.11523852,0.09118341,-0.00652187,0.03401538,1.63971011,-0.14249418,5.47773580,18.53777591,6.94094206
9.48333333,-0.04826088,-20.42930421,-0.17555180,-0.02884044,-0.19290414,-0.87857657,0.11563695,0.11093476,-0.00814588,0.02390125,1.18511422,-0.09744739,5.59718568,13.43383156,6.94012438
9.50000000,-0.04947465,-20.46485871,-0.18207109,0.08178071,-0.07542930,-0.88725928,0.11586344,0.12302357,-0.00903566,0.01358249,0.72536920,-0.05339560,5.67071353,8.27876957,6.93911918
9.51666667,-0.04991924,-20.50087615,-0.17786200,-0.03895853,-0.01435787,-0.88243883,-0.12644178,0.06395197,0.00507186,-14.53832186,-3.54425065,0.84644164,5.63244442,3.31142715,6.93801502
9.53333333,-0.05033925,-20.53656264,-0.17595058,0.09293141,0.04914779,-0.87685008,0.13811659,0.06650023,0.00588385,15.87350476,0.15292240,0.04871572,5.68691509,6.45190616,6.93769371
9.55000000,-0.05081627,-20.57224813,-0.17675802,0.22473504,0.11827512,-0.87174074,0.13803224,0.07237487,0.00555114,-0.00506403,0.35251328,-0.01996696,5.72317617,4.09498175,6.93738845
9.56666667,-0.05125752,-20.61178451,-0.17317956,-0.09214102,0.18403400,-0.86641468,-0.33181708,0.06885613,0.00565710,-28.19096249,-0.21108679,0.00635255,5.72138272,1.21649773,6.93701636
9.58333333,-0.05168937,-20.65130427,-0.17230768,-0.40912925,0.24891537,-0.86097323,-0.33192774,0.06796797,0.00540098,-0.00662995,-0.05309811,-0.01539733,5.71654461,-0.53221898,6.93667150
9.60000000,-0.05226319,-20.68725539,-0.17587493,-0.09949726,0.31427107,-0.86401080,0.32423020,0.06842562,-0.00348465,39.36948537,0.02764674,-0.53316987,5.70834114,-2.48496581,6.93632863
9.61666667,-0.05264746,-20.72386146,-0.17204682,-0.14950744,0.36958516,-0.85801045,-0.05233304,0.05793830,0.00615756,-22.59380064,-0.62903271,0.57850104,5.65528407,-4.94819475,6.93584388
9.63333333,-0.05294352,-20.76047241,-0.17093998,-0.19997233,0.41628081,-0.85121933,-0.05279793,0.04892103,0.00696230,-0.02789244,-0.54103147,0.04828375,5.60167149,-6.00848488,6.93554639
9.65000000,-0.05313922,-20.79708861,-0.17255448,-0.25094045,0.45316148,-0.84353655,-0.05331265,0.03865271,0.00789312,-0.03088250,-0.61609556,0.05584852,5.54042071,-6.86899558,6.93533340
9.66666667,-0.05346167,-20.83286634,-0.17708087,-0.01813768,0.50669584,-0.83493920,0.24386588,0.05608208,0.00887116,17.83071205,1.04576487,0.05868169,5.50786481,-7.31965151,6.93521359
9.68333333,-0.05380846,-20.86846967,-0.17498183,0.15775517,0.55970403,-0.83023026,0.18424044,0.05550402,0.00499861,-3.57753025,-0.03459140,-0.23235922,5.42567790,-10.87916343,6.93495932
9.70000000,-0.05396793,-20.90407551,-0.17559931,0.33286714,0.59439661,-0.82384179,0.18344420,0.03630103,0.00684514,-0.04777700,-1.15212742,0.11078708,5.31077574,-12.89524745,6.93467710
9.71666667,-0.05394274,-20.93968384,-0.17893356,0.50718978,0.61106789,-0.81577296,0.18263912,0.01739572,0.00857695,-0.04830579,-1.13428435,0.10390720,5.19765599,-12.69633882,6.93458192
9.73333333,-0.05428291,-20.98102173,-0.17417627,0.00147964,0.64192912,-0.82494473,-0.52968342,0.03236022,-0.00946056,-42.73935305,0.89788640,-1.08224867,5.11372469,-11.91252210,6.93466573
9.75000000,-0.05442186,-21.02231725,-0.17210220,-0.50475813,0.65289397,-0.83248090,-0.53022012,0.01144763,-0.00794173,-0.03219809,-1.25454065,0.09102971,4.98747257,-14.19591155,6.93436645
9.76666667,-0.05490783,-21.05806747,-0.17547159,-0.12786289,0.69947433,-0.83390612,0.39466613,0.04876995,-0.00176166,55.49317589,2.23939353,0.37073318,4.94365854,-12.68673085,6.93427276
9.78333333,-0.05513392,-21.09380025,-0.18154070,0.24809921,0.72070856,-0.83293636,0.39371917,0.02223539,0.00103879,-0.05682152,-1.59185016,0.16800293,4.78436242,-17.88630979,6.93382717
9.80000000,-0.05549544,-21.13683719,-0.17651786,-0.24361713,0.75898782,-0.83263742,-0.51492008,0.04008606,0.00031458,-54.51835575,1.07115056,-0.04345192,4.66385501,-16.81126204,6.93364778
9.81666667,-0.05580171,-21.17278989,-0.17210427,-0.32779099,0.81603854,-0.82460368,-0.08803102,0.05978458,0.00811411,25.61334873,1.18216005,0.46789432,4.54364553,-19.67406491,6.93332539
9.83333333,-0.05594144,-21.20848671,-0.17038694,-0.29042320,0.86236832,-0.80903011,0.03937031,0.04860370,0.01604488,7.64408160,-0.67084027,0.47584431,4.35967031,-23.52556019,6.93306301
9.85000000,-0.05587098,-21.24375731,-0.17129367,-0.05636167,0.89170162,-0.78544500,0.24548670,0.03079238,0.02460232,12.36698280,-1.06867749,0.51344609,4.16265285,-24.53153658,6.93297098
9.86666667,-0.05544502,-21.27902475,-0.17491877,0.17686935,0.88633484,-0.75862588,0.24467471,-0.00564962,0.02807563,-0.04872172,-2.18647235,0.20841136,3.94445837,-24.49041783,6.93308833
9.88333333,-0.05470444,-21.31428768,-0.18126174,0.40939550,0.85031739,-0.72890477,0.24397248,-0.03787613,0.03092695,-0.04213520,-1.93360339,0.17110436,3.75153792,-21.65536142,6.93355487
9.90000000,-0.05497173,-21.35657753,-0.17714851,-0.18610475,0.87212179,-0.73442459,-0.62369328,0.02284484,-0.00573522,-52.05994863,3.64319198,-2.19969596,3.66658786,-18.08451553,6.93432642
9.91666667,-0.05523933,-21.39243861,-0.17514060,-0.11063373,0.91355055,-0.72940287,0.07911501,0.04339757,0.00514573,42.16849873,1.23335907,0.65272951,3.51706963,-24.09437858,6.93404629
9.93333333,-0.05519128,-21.42825483,-0.17587055,-0.01959149,0.92790857,-0.71590573,0.09556633,0.01505174,0.01411525,0.98707848,-1.70074257,0.53817020,3.28390578,-27.62561138,6.93377977
9.95000000,-0.05476473,-21.46407312,-0.17932944,0.07094431,0.90521494,-0.69905434,0.09509116,-0.02377262,0.01763383,-0.02851037,-2.32945807,0.21111613,3.05101249,-26.15080169,6.93383846
9.96666667,-0.05500293,-21.49989878,-0.17720385,0.15239721,0.94478278,-0.69347052,0.08539166,0.04142388,0.00592734,-0.58197013,3.91178365,-0.70238648,2.94930931,-22.47221095,6.93427833
9.98333333,-0.05519154,-21.53878537,-0.17183209,-0.13971592,0.96634978,-0.69616073,-0.30594713,0.02258525,-0.00281429,-23.48032845,-1.13030983,-0.52449839,2.70431866,-29.83442229,6.93403114
10.00000000,-0.05495975,-21.57765848,-0.16917934,-0.43217509,0.94654401,-0.69529474,-0.30624738,-0.02073580,0.00101023,-0.01801435,-2.59920995,0.22945056,2.44390264,-29.25505161,6.93384027
10.01666667,-0.05512545,-21.61331552,-0.17064177,-0.14974986,0.97986509,-0.68690889,0.29590262,0.03493792,0.00860310,36.12900044,3.34036470,0.45557465,2.32003058,-25.15312029,6.93408239
10.03333333,-0.05483458,-21.64895948,-0.17482541,0.13237663,0.96846066,-0.67449474,0.29566319,-0.01194073,0.01300002,-0.01436739,-2.81263492,0.26381742,2.03856442,-31.61100192,6.93391519
10.05000000,-0.05254765,-21.68460059,-0.18176012,0.41415266,0.85130965,-0.58546338,0.29655553,-0.12312356,0.09263560,0.05353986,-6.67099832,4.77815998,1.72142819,-27.78004249,6.91404979
10.06666667,-0.05355706,-21.72784041,-0.17682506,-0.21480525,0.89726478,-0.62971396,-0.65935018,0.04820487,-0.04625015,-57.35438154,10.27937654,-8.33300179,1.77272795,-14.71959037,6.91454112
10.08333333,-0.05437190,-21.76372024,-0.17304184,-0.27110968,0.95476461,-0.65145706,-0.05932984,0.06011660,-0.02302148,36.00123842,0.71530972,1.39331225,1.56019546,-31.10832026,6.91493964
10.10000000,-0.05478405,-21.79915941,-0.17178808,-0.09644974,0.98078043,-0.65620683,0.18281945,0.02722762,-0.00506060,14.52895888,-1.97333283,1.07765084,1.27423551,-34.45713344,6.91527280
10.11666667,-0.05468631,-21.83459378,-0.17326545,0.07807461,0.95857469,-0.65534356,0.18277676,-0.02325366,0.00090761,-0.00256193,-3.02885025,0.35808843,0.97801218,-33.11384130,6.91554858
10.13333333,-0.05415012,-21.87002223,-0.17747261,0.25257844,0.89485935,-0.64968359,0.18283584,-0.06673940,0.00573378,0.00354370,-2.60916441,0.28957531,0.72236245,-28.59156270,6.91577405
10.15000000,-0.05599655,-21.91025761,-0.17549697,-0.12759007,0.94636094,-0.74027095,-0.39963558,0.05403585,-0.09479190,-34.94828955,7.24645409,-6.03152763,0.66408653,-23.18635642,6.50196407
10.16666667,-0.05759101,-21.94407563,-0.18019994,0.21839080,1.01263137,-0.79641737,0.36130514,0.06944489,-0.05873289,45.65647337,0.92483310,2.16330738,0.42510429,-35.57639699,6.51198599
10.18333333,-0.05828279,-21.98458723,-0.17515072,-0.22269555,1.01198652,-0.83196331,-0.46256216,-0.00067668,-0.03721788,-49.43205279,-4.20700279,1.29078696,0.04831349,-39.80678652,6.52033834
10.20000000,-0.05907479,-22.01797499,-0.17705012,0.12510872,1.03641210,-0.85159994,0.36385220,0.02556093,-0.02058195,49.58486659,1.57426302,0.99803497,-0.16701787,-34.14664520,6.52729452
10.21666667,-0.05939218,-22.05518254,-0.17510937,0.05336328,1.02926125,-0.85843189,-0.07526061,-0.00747721,-0.00716489,-26.34677015,-1.98217182,0.80499075,-0.48790004,-37.92258147,6.53309117
10.23333333,-0.05914554,-22.09239471,-0.17590418,-0.01887083,0.96968395,-0.85847696,-0.07564420,-0.06238919,-0.00006597,-0.02301504,-3.29472004,0.42593467,-0.80550438,-35.39943128,6.53791673
10.25000000,-0.05937507,-22.12946780,-0.17956834,-0.07666963,0.90605387,-0.89614928,-0.06117248,-0.06666612,-0.03938951,0.86830421,-0.25662576,-2.35941061,-1.02565370,-29.12153054,6.13540568
10.26666667,-0.05991751,-22.16120101,-0.17493372,-0.12997098,0.93366514,-0.90127961,-0.05590329,0.02890472,-0.00542391,0.31615353,5.73424298,2.03793661,-1.13054060,-27.01465209,6.14844485
10.28333333,-0.06004798,-22.19264565,-0.17293591,-0.04029530,0.93457411,-0.88692257,0.09415326,0.00097420,0.01503123,9.00339321,-1.67582840,1.22730787,-1.42771458,-36.59059940,6.15930495
10.30000000,-0.05958681,-22.22409746,-0.17367065,0.04864639,0.88244684,-0.86414706,0.09351768,-0.05458929,0.02384348,-0.03813447,-3.33380975,0.52873645,-1.74145942,-34.78943977,6.16835361
10.31666667,-0.05863634,-22.25555392,-0.17713550,0.13709055,0.78647858,-0.83439975,0.09307216,-0.10054809,0.03098509,-0.02673353,-2.75754176,0.42850125,-2.00121335,-28.81018130,6.17589078
10.33333333,-0.05806998,-22.29187059,-0.17436833,-0.33892022,0.71643865,-0.81601379,-0.49822473,-0.07331183,0.01938128,-35.47781866,1.63415050,-0.69622164,-2.14626995,-22.07488736,6.18218151
10.35000000,-0.05845904,-22.32181041,-0.17787670,0.01057945,0.70773838,-0.81699350,0.36598245,-0.00911381,-0.00099976,51.85244248,3.85133590,-1.22274836,-2.23401781,-22.15720914,5.81237446
10.36666667,-0.05823528,-22.35185177,-0.17619559,0.15070364,0.66584208,-0.78904800,0.14708848,-0.04391486,0.02920058,-13.13363806,-2.08808147,1.81203452,-2.47875815,-27.87745181,5.82566857
10.38333333,-0.05756059,-22.38189672,-0.17723868,0.29022464,0.58569268,-0.75326028,0.14651532,-0.08407585,0.03715136,-0.03439206,-2.40968720,0.47705856,-2.69670665,-23.95991813,5.83674368
10.40000000,-0.05670898,-22.41662107,-0.17139117,-0.16727515,0.49532586,-0.71253507,-0.47869023,-0.09467786,0.04254400,-37.51233946,-0.63617327,0.32357577,-2.85029182,-18.18875837,5.84597481
10.41666667,-0.05557568,-22.45130980,-0.16823393,-0.62500374,0.38108131,-0.66697945,-0.47896722,-0.11930424,0.04853049,-0.01659614,-1.47823764,0.35938124,-2.98092010,-14.28367649,5.85366554
10.43333333,-0.05436272,-22.48165671,-0.17006125,-0.41973231,0.27607522,-0.59409670,0.21539735,-0.10926178,0.07732078,41.66191198,0.60173599,1.72766251,-3.02461698,-8.28730041,5.86007674
10.45000000,-0.05388336,-22.51022637,-0.17568732,0.00249694,0.19973104,-0.55810992,0.44231383,-0.07980987,0.03797587,13.61496760,1.76696009,-2.36062845,-3.03572126,-5.81893817,5.52496664
10.46666667,-0.05288289,-22.53876685,-0.18400751,0.42437571,0.09726411,-0.50113985,0.44194488,-0.10752485,0.05925873,-0.02215724,-1.66333793,1.27713818,-3.10811874,-6.02371328,5.53752137
10.48333333,-0.05125160,-22.57588789,-0.17828149,-0.20235198,-0.08189540,-0.44552671,-0.65629931,-0.18772880,0.05787464,-65.89468814,-4.81284365,-0.08281586,-3.20013342,-0.36003560,5.54797328
10.50000000,-0.04966457,-22.60445986,-0.17858874,0.00003035,-0.22587032,-0.35934037,0.21169174,-0.15061066,0.09051993,52.07958658,2.22475309,1.95934957,-3.06094979,12.83264360,5.55670200
10.51666667,-0.04802467,-22.63318686,-0.17638506,0.07621367,-0.38042163,-0.27233949,0.07929688,-0.16190632,0.09099816,-7.94372665,-0.67794471,0.02876889,-2.96414891,14.67551509,5.56396942
10.53333333,-0.04610079,-22.66410743,-0.17267770,-0.11187592,-0.54611082,-0.17201390,-0.19781624,-0.17347664,0.10511136,-16.62680182,-0.69425537,0.84679954,-2.82030991,21.11031919,5.57002276
10.55000000,-0.04453484,-22.69501900,-0.17168205,-0.29989080,-0.67425074,-0.07324924,-0.19799001,-0.13381534,0.10390184,-0.01038376,2.37946762,-0.07249824,-2.57217602,28.09272396,5.57507707
10.56666667,-0.04380349,-22.72191919,-0.17559783,0.06598426,-0.78065351,-0.03404100,0.38262205,-0.11134087,0.04128289,34.83675471,1.34829967,-3.75706784,-2.33001236,29.45764092,5.22624651
10.58333333,-0.04174291,-22.75387038,-0.17281073,-0.16008848,-0.96095802,0.05355636,-0.23813671,-0.18873914,0.09187627,-37.24555391,-4.64436319,3.03574197,-2.17315806,31.58604489,5.23814236
10.60000000,-0.04023503,-22.78581372,-0.17273516,-0.38655547,-1.08203896,0.13957592,-0.23876144,-0.12636463,0.09066907,-0.03742890,3.74215308,-0.07232651,-1.77769110,44.88563544,5.24807653
10.61666667,-0.03892872,-22.81314109,-0.17808624,-0.01962491,-1.20320233,0.20020974,0.38298242,-0.12665637,0.06393243,37.30466322,-0.01772712,-1.60410552,-1.45091509,44.25289978,5.25635088
10.63333333,-0.03656438,-22.84032981,-0.17637785,0.08129831,-1.38562006,0.31248508,0.10303044,-0.19109060,0.11744170,-16.79715900,-3.86660196,3.21074076,-1.14979587,49.12544451,5.26322870
10.65000000,-0.03579016,-22.86743533,-0.17753061,0.19197015,-1.45123830,0.38515186,0.11401158,-0.06889648,0.07590908,0.65884111,7.33157511,-2.49194017,-0.57009479,61.66804731,4.94194807
10.66666667,-0.03326069,-22.89852969,-0.17349990,-0.18692600,-1.62599582,0.51533453,-0.40043912,-0.18301191,0.13627007,-30.86704832,-6.84695727,3.62167389,-0.27757221,54.29753625,4.95450274
10.68333333,-0.03110747,-22.92418343,-0.17549735,0.04379281,-1.78433109,0.61071693,0.23863578,-0.16568354,0.10004711,38.34460973,1.03880182,-2.17298455,0.25990611,70.85519976,4.96499211
10.70000000,-0.02997444,-22.94984313,-0.18022513,0.27266410,-1.83809407,0.70012578,0.23671412,-0.05655871,0.09342618,-0.11534504,6.54720110,-0.39715504,0.93194373,75.85466473,4.97372839
10.71666667,-0.02642432,-22.98044911,-0.17880218,-0.05434338,-2.03999218,0.86737165,-0.34836690,-0.21176046,0.17463638,-35.10487690,-9.31222152,4.87268394,1.30030786,69.53972876,4.98097518
10.73333333,-0.02334193,-23.00620754,-0.17674598,-0.02677746,-2.24352964,0.99913487,0.02371024,-0.21304616,0.13803666,22.32477780,-0.07796265,-2.19562288,1.96688693,90.75551861,4.98705235
10.75000000,-0.02168992,-23.03028458,-0.17842357,0.22608053,-2.36395233,1.06565497,0.26199202,-0.12622730,0.06938403,14.29689948,5.20910913,-4.11916666,2.78508003,99.11234550,4.68886908
10.76666667,-0.01844824,-23.05800732,-0.17596209,0.05318595,-2.57089907,1.19217551,-0.18675847,-0.21703607,0.13184074,-26.92505590,-5.44878815,3.74748794,3.42560263,97.40085869,4.70028146
10.78333333,-0.01675754,-23.08576019,-0.17626375,-0.12390941,-2.62090984,1.30805910,-0.19095003,-0.05229633,0.12126084,-0.25142641,9.88414078,-0.63471376,4.43412004,113.69544676,4.70981688
10.80000000,-0.01530607,-23.10984831,-0.18097693,0.28528274,-2.68777344,1.36071968,0.42595110,-0.07009704,0.05498832,37.01408915,-1.06812026,-3.97628875,5.16441065,102.70993619,4.71776321
10.81666667,-0.01151947,-23.13905538,-0.17896255,0.10808215,-2.89813544,1.49056046,-0.19218909,-0.22075547,0.13505057,-37.08842422,-9.03993053,4.80387895,5.83349396,108.46118780,4.72435587
10.83333333,-0.00797359,-23.16347600,-0.17652870,0.10791437,-3.08960413,1.63374280,-0.00800695,-0.20078732,0.14935741,11.05100072,1.19782617,0.85849825,6.81467741,130.17915968,4.72987338
10.85000000,-0.00636466,-23.18795750,-0.17689457,0.10108505,-3.08885551,1.76102321,-0.01433467,0.00054120,0.13309525,-0.37965890,12.07968505,-0.97573941,8.03172417,136.85876535,4.73447186
10.86666667,-0.00713978,-23.21244582,-0.18018848,0.09602960,-2.88931908,1.84397661,-0.00982388,0.20880450,0.08710975,0.27064883,12.49579175,-2.75912871,9.14177442,121.55031928,4.44652927
10.88333333,-0.00345230,-23.23552481,-0.18018799,0.14193670,-3.06383167,1.98320859,0.04050251,-0.18305105,0.14522692,3.01958290,-23.51130046,3.48700622,9.48084166,98.68764109,4.45670613
10.90000000,0.00008985,-23.25868056,-0.17739094,0.05433771,-3.23872255,2.11058607,-0.09906609,-0.18337311,0.13287387,-8.37412573,-0.01935467,-0.74118796,10.52482970,140.07469511,4.46515629
10.91666667,0.00249181,-23.27989030,-0.17848619,0.22398323,-3.32772436,2.19014676,0.17288068,-0.09340424,0.08295243,16.31683588,5.39805721,-2.99526825,11.70273626,147.96713277,4.47220860
10.93333333,0.00670996,-23.30408172,-0.17645701,0.03739698,-3.49796637,2.34903356,-0.20529738,-0.17865538,0.16568384,-22.69069583,-5.11516172,4.96392124,12.71302269,145.68038856,4.47805525
10.95000000,0.00898370,-23.32568839,-0.17845879,0.29384318,-3.53822467,2.42603465,0.26360169,-0.04239089,0.08036126,28.13401855,8.17560261,-5.11924096,14.02343709,160.85223828,4.22654345
10.96666667,0.01247149,-23.35094352,-0.17636439,0.12686852,-3.61955763,2.56654476,-0.18404034,-0.08571025,0.14654127,-26.85853084,-2.59928461,3.97086977,15.13585478,153.20079104,4.23671306
10.98333333,0.01499727,-23.37265042,-0.17898618,0.40851930,-3.63778480,2.65316016,0.28920333,-0.01951019,0.09043151,28.39465505,3.97188935,-3.36651180,16.38181422,161.89649646,4.24520251
11.00000000,0.01997867,-23.39681474,-0.17935039,0.39510112,-3.78468571,2.83249993,-0.02620766,-0.15514465,0.18632696,-18.92467118,-8.13817199,5.75381143,17.44580716,159.63474402,4.25225341
11.01666667,0.02538641,-23.42384348,-0.17684587,0.03477597,-3.92135724,3.05196929,-0.39277476,-0.14398139,0.22877025,-21.99401344,0.66974553,2.54659358,18.80225046,178.86305798,4.25813417
11.03333333,0.02936846,-23.44582980,-0.18012884,0.29302872,-3.97125359,3.19061914,0.26044903,-0.05266550,0.14469958,39.19362129,5.47818656,-5.04369833,20.22752478,184.54206870,4.26307014
11.05000000,0.03409880,-23.46783804,-0.17859047,0.32063627,-4.08949656,3.36247358,0.01626159,-0.12478325,0.17885484,-14.65127611,-4.32724005,2.04943646,21.51653102,181.58157368,4.26715245
11.06666667,0.03660021,-23.48829371,-0.18085455,0.55753120,-4.05829086,3.43758605,0.24248767,0.03207633,0.07870703,13.57356408,9.41153557,-6.00887146,23.10526386,194.79874417,4.01737672
11.08333333,0.04042676,-23.51268545,-0.17838874,0.33423234,-4.07731061,3.58028587,-0.24443834,-0.02107681,0.14889904,-29.21557142,-3.18917515,4.21156113,24.44350299,183.58606624,4.02623965
11.10000000,0.04294052,-23.53344819,-0.18087251,0.54036347,-4.00923311,3.65211402,0.21055634,0.07071589,0.07557301,27.29971886,5.50749909,-4.39944720,25.92536954,191.25306555,4.03363221
11.11666667,0.04849991,-23.55727428,-0.17939099,0.35621452,-4.10449334,3.84048419,-0.20679562,-0.10129270,0.19598011,-25.04113304,-10.32045181,7.22444846,27.14765341,184.26580461,4.03978245
11.13333333,0.05254373,-23.57791811,-0.17727136,0.32761671,-4.12395081,3.96961154,-0.03964903,-0.02118030,0.13474939,10.02886441,4.80655708,-3.67372057,28.73674542,204.88765859,4.04492762
11.15000000,0.05315665,-23.59876807,-0.17814526,0.28171629,-3.83569773,4.04775196,-0.05374602,0.30141955,0.08323516,-0.84581436,19.35597971,-3.09084999,30.55531471,201.55055151,3.80275299
11.16666667,0.05390038,-23.61776815,-0.18247522,0.56572332,-3.61981686,4.02450210,0.29899406,0.22624364,-0.02262322,21.16441593,-4.51048206,-6.35156128,31.69395335,166.93508278,3.81222023
11.18333333,0.05951247,-23.64067208,-0.18084276,0.35502813,-3.72031526,4.15337660,-0.22927807,-0.10632046,0.13383043,-31.69643105,-19.95329454,9.38709361,32.65593885,169.41446969,3.82010274
11.20000000,0.06456169,-23.66007750,-0.18023639,0.44482564,-3.71575311,4.33373465,0.08178809,0.00346182,0.18850176,18.66401660,6.58675439,3.28039248,34.25381529,203.67642967,3.82665191
11.21666667,0.07008541,-23.68175311,-0.17779791,0.25275687,-3.69404556,4.56159679,-0.21655253,0.02128211,0.23825209,-17.90045476,1.06919551,2.98503856,35.75715108,197.16127530,3.83209696
11.23333333,0.07438525,-23.70137981,-0.17915494,0.39676310,-3.60928408,4.69387267,0.14198054,0.08797702,0.13873868,21.51206380,4.00166857,-5.97068073,37.25998856,197.49083634,3.83666055
11.25000000,0.07925296,-23.72041686,-0.17930120,0.49219707,-3.54910920,4.85856444,0.08917148,0.06167776,0.17261210,-3.16857229,-1.57790974,2.03243057,38.66446821,192.19554262,3.62251968
11.26666667,0.08457998,-23.74219201,-0.17669832,0.24849020,-3.47435577,5.06959714,-0.26874538,0.07685420,0.22107955,-21.47503458,0.91059931,2.90806208,40.16242683,195.75793773,3.63085333
11.28333333,0.08869862,-23.76079727,-0.17867535,0.40696756,-3.33852489,5.18824582,0.15857429,0.14152999,0.12484073,25.63926500,3.88067206,-5.77418787,41.62882725,194.15440634,3.63781945
11.30000000,0.09021525,-23.77971368,-0.18340493,0.53235116,-2.94121522,5.28756992,0.12560371,0.41519640,0.10726301,-1.97827950,16.42009514,-1.05464612,43.29430727,187.30940044,3.64354390
11.31666667,0.09563689,-23.79796035,-0.18238220,0.59973374,-2.86020963,5.47258089,0.06075836,0.08291308,0.19432341,-3.89092606,-19.93658820,5.22349747,44.10984889,153.62355401,3.64845243
11.33333333,0.10151832,-23.81840266,-0.17934398,0.37602689,-2.76255430,5.70511176,-0.24620841,0.10018969,0.24407484,-18.41803046,1.03661740,2.98509177,45.50880381,182.23157695,3.65246466
11.35000000,0.10713725,-23.83666778,-0.17758209,0.39314046,-2.66353691,5.89046749,0.00873357,0.10238694,0.19457815,15.29661061,0.13198768,-2.96968936,46.81566391,179.36568118,3.65583084
11.36666667,0.10973656,-23.85528999,-0.17862051,0.37777212,-2.29355720,6.03144793,-0.02247813,0.38644061,0.15009967,-1.87271444,17.04324580,-2.66871618,48.42615805,178.52481761,3.44600505
11.38333333,0.11050846,-23.87419023,-0.18231912,0.33168017,-1.73154594,6.16417965,-0.05314832,0.58766528,0.14255218,-1.84026991,12.07367490,-0.45299427,49.69989569,144.24325406,3.45332083
11.40000000,0.11610077,-23.89155438,-0.18148716,0.36122843,-1.59878934,6.33943972,0.02560965,0.13791044,0.18429173,4.72536892,-26.98488108,2.50397689,50.06037635,109.97282676,3.45962495
11.41666667,0.12197910,-23.90878669,-0.18159999,0.44926099,-1.44986726,6.52824680,0.08692776,0.15454888,0.19874647,3.67906290,0.99835296,0.86727182,51.15462892,146.16848113,3.46475189
11.43333333,0.12732801,-23.92907277,-0.17902209,0.19050012,-1.25446732,6.71209384,-0.27551637,0.20354461,0.19361022,-21.74670388,2.93983126,-0.30817473,52.29946903,142.17687665,3.46901571
11.45000000,0.13250110,-23.94559753,-0.17823643,0.19588591,-1.08456123,6.86217485,0.00243218,0.17739430,0.15773083,16.67698832,-1.56857576,-2.15275564,53.22313216,132.52168462,3.28400712
11.46666667,0.13860819,-23.96302926,-0.17826899,0.08423260,-0.92788930,7.06735071,-0.12069603,0.16354069,0.21522704,-7.38771429,-0.83116137,3.44974831,54.19595259,130.95581334,3.29146058
11.48333333,0.14402485,-23.97959314,-0.17622977,0.00918044,-0.75682612,7.22170850,-0.08097072,0.17900503,0.16177167,2.38354289,0.92797189,-3.20734129,55.15978278,128.49671838,3.29767844
11.50000000,0.14829015,-23.99588751,-0.17675206,0.08406332,-0.48671299,7.32254438,0.07727112,0.28277575,0.10581911,9.49451449,6.22631676,-3.35718349,56.15484962,122.96501771,3.30284579
11.51666667,0.15113729,-24.01248782,-0.17984216,0.12612176,-0.06982840,7.41737627,0.04356097,0.43637754,0.10010735,-2.02269277,9.21626088,-0.34274986,57.10611471,107.10662239,3.30712494
11.53333333,0.15724415,-24.02901100,-0.17775292,0.07105916,0.10271114,7.60130016,-0.05760605,0.18035116,0.19291534,-6.07018506,-15.36132559,5.56833362,57.47177072,81.69808404,3.31077563
