"CSV file for plotted parameters
Date: Fri Aug 18 13:05:01 2023
For EdSimObjectWrapper named 'Scene'

"
"Simulation Time (sec)","Motorcycle.Assembly.Body.Outputs.World Transform Position (x)","Motorcycle.Assembly.Body.Outputs.World Transform Position (y)","Motorcycle.Assembly.Body.Outputs.World Transform Position (z)","Motorcycle.Assembly.Body.Outputs.World Transform Orientation (x)","Motorcycle.Assembly.Body.Outputs.World Transform Orientation (y)","Motorcycle.Assembly.Body.Outputs.World Transform Orientation (z)","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Velocity (x) ( rad/s )","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Velocity (y) ( rad/s )","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Velocity (z) ( rad/s )","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Acceleration (x) ( rad/s² )","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Acceleration (y) ( rad/s² )","Motorcycle.Assembly.Body.Outputs.Kinematics.Fields.Angular Acceleration (z) ( rad/s² )","Motorcycle.Assembly.Fly wheel [H] Body.Outputs.Controlled Axes.Fields.Angular.Fields.Current State.Fields.Velocity ( rad/s )","Motorcycle.Assembly.Fly wheel [H] Body.Outputs.Controlled Axes.Fields.Angular.Fields.Current State.Fields.Control Force ( N.m )","Motorcycle.Assembly.Rear wheel [H] Body.Outputs.Controlled Axes.Fields.Angular.Fields.Current State.Fields.Velocity ( rad/s )"
6.38333333,0.06417919,-13.57115691,-0.17068663,-0.08353795,0.30112495,-0.10233244,-0.04037913,-0.09885588,-0.00513317,0.00656237,-2.14314274,0.19004509,-8.17283854,-24.22879470,6.92621553
6.40000000,0.06459530,-13.60672043,-0.17058081,-0.12191511,0.18101228,-0.10513336,-0.04020080,-0.12578675,-0.00270757,0.01070203,-1.61585723,0.14553736,-8.33556468,-18.29841851,6.92607777
6.41666667,0.06518430,-13.64228030,-0.17319892,-0.16006984,0.04387275,-0.10651044,-0.03995835,-0.14361530,-0.00108867,0.01455018,-1.06971931,0.09713703,-8.44372619,-12.17223389,6.92567592
6.43333333,0.06585910,-13.67783600,-0.17854029,-0.19793797,-0.10176010,-0.10722803,-0.03965501,-0.15250797,-0.00027500,0.01820518,-0.53356814,0.04882418,-8.49831096,-6.15689563,6.92510760
6.45000000,0.06558144,-13.71377127,-0.17578956,-0.21104701,-0.16610213,-0.11587640,-0.01370659,-0.06741071,-0.00881599,1.55691008,5.10582754,-0.51245535,-8.41706487,-0.52971354,6.92447541
6.46666667,0.06535033,-13.74942511,-0.17576005,-0.10438194,-0.23358998,-0.12197105,0.11172165,-0.07069042,-0.00618770,7.52569468,-0.19678366,0.15769774,-8.46234206,-5.69565364,6.92481119
6.48333333,0.06517194,-13.78468759,-0.17839919,0.17159930,-0.30650833,-0.12701822,0.28903174,-0.07635687,-0.00533013,10.63860253,-0.34001089,0.05145828,-8.49120768,-3.18503713,6.92508184
6.50000000,0.06484525,-13.82354471,-0.17731179,0.03927556,-0.36892470,-0.13596395,-0.13851387,-0.06534493,-0.00948804,-25.65274580,0.66054528,-0.24945130,-8.48320440,-0.28453055,6.92528926
6.51666667,0.06446201,-13.86584066,-0.17223389,-0.51186678,-0.43718869,-0.15203359,-0.57703645,-0.07155495,-0.01653278,-26.31135199,-0.37263445,-0.42268100,-8.48368160,0.89176469,6.92563493
6.53333333,0.06397438,-13.90143408,-0.17363060,-0.21364473,-0.49443193,-0.16769017,0.31243067,-0.06004765,-0.01601515,53.36804371,0.68981251,0.03109940,-8.44074584,3.82134127,6.92602570
6.55000000,0.06343188,-13.93675518,-0.17756013,0.22989266,-0.54766333,-0.18520498,0.46463803,-0.05574133,-0.01834866,9.13243486,0.25822915,-0.14000217,-8.40022681,4.81469710,6.92651625
6.56666667,0.06304475,-13.97666288,-0.17623052,0.16576350,-0.59942999,-0.19128918,-0.06709212,-0.05418761,-0.00655818,-31.90381847,0.09291966,0.70743357,-8.35366213,6.27320998,6.92705015
6.58333333,0.06254175,-14.01656520,-0.17762889,0.10212314,-0.63978979,-0.19833982,-0.06656418,-0.04224731,-0.00748177,0.03167743,0.71641140,-0.05541423,-8.28232325,8.00337654,6.92741288
6.60000000,0.06206688,-14.06098808,-0.17319029,-0.49834157,-0.69165873,-0.21069256,-0.62865482,-0.05436168,-0.01274705,-33.72543775,-0.72686725,-0.31591642,-8.23315121,8.48069783,6.92788753
6.61666667,0.06208372,-14.09679566,-0.17692011,-0.18700113,-0.77857217,-0.20078737,0.32590180,-0.09095198,0.01091600,57.27340697,-2.19599730,1.41983088,-8.18041298,11.50063718,6.92832075
6.63333333,0.06197894,-14.13229945,-0.18329879,0.25820067,-0.85900973,-0.19691633,0.46615622,-0.08423673,0.00400100,8.41525016,0.40265166,-0.41484420,-8.04140537,17.75803080,6.92825876
6.65000000,0.06157549,-14.16831187,-0.17953852,0.26954763,-0.94238720,-0.20612642,0.01203412,-0.08726734,-0.01004560,-27.24734481,-0.18232790,-0.84271504,-7.89675157,20.10907153,6.92832945
6.66666667,0.06114508,-14.20593520,-0.17553584,0.09385795,-1.01452662,-0.21013337,-0.18391013,-0.07553057,-0.00443501,-11.75665572,0.70420538,0.33663627,-7.71120203,23.51188017,6.92870387
6.68333333,0.06034882,-14.24354887,-0.17426124,-0.08134198,-1.05067254,-0.21722139,-0.18333517,-0.03785113,-0.00742548,0.03450315,2.26069708,-0.17941796,-7.48548255,25.33838634,6.92910157
6.70000000,0.05920985,-14.28115352,-0.17571460,-0.25610008,-1.05310565,-0.22718548,-0.18281470,-0.00257866,-0.01042507,0.03122956,2.11631407,-0.17997182,-7.27410760,23.72953003,6.92986518
6.71666667,0.05816138,-14.31693363,-0.18010382,0.12254013,-1.08516082,-0.26507069,0.39725133,-0.03361436,-0.03962732,34.80396185,-1.86214382,-1.75213797,-7.14547527,21.16346933,6.93096307
6.73333333,0.05770563,-14.35259081,-0.17693734,0.20538286,-1.13968663,-0.27307158,0.08691536,-0.05707510,-0.00854030,-18.62016546,-1.40775261,1.86516357,-6.98313085,25.21342185,6.93195075
6.75000000,0.05717903,-14.39074088,-0.17167623,-0.01355424,-1.17785551,-0.27554019,-0.22921810,-0.03996600,-0.00265151,-18.96800948,1.02653455,0.35332869,-6.74889782,29.44676031,6.93231910
6.76666667,0.05622491,-14.42887973,-0.16914156,-0.23213416,-1.17388521,-0.28155318,-0.22876714,0.00414419,-0.00630436,0.02705954,2.64655289,-0.21916216,-6.48400116,29.75132765,6.93276367
6.78333333,0.05489287,-14.46700822,-0.16933174,-0.45043588,-1.13265366,-0.29067416,-0.22841278,0.04311996,-0.00980656,0.02126193,2.33855178,-0.21013524,-6.24979317,26.30721457,6.93364278
6.80000000,0.05385305,-14.50291201,-0.17286004,-0.10757626,-1.14592518,-0.32668247,0.35979148,-0.01408135,-0.03763229,35.29225816,-3.43201759,-1.66955895,-6.14052530,21.99101660,6.93489968
6.81666667,0.05241253,-14.53879534,-0.17909849,0.23523823,-1.12010297,-0.36634464,0.35981575,0.02708724,-0.04149592,0.00145235,2.47009608,-0.23187303,-5.89400311,27.67226151,6.93583784
6.83333333,0.05179750,-14.58174744,-0.17470708,-0.26042170,-1.13514278,-0.37357828,-0.51890479,-0.01575136,-0.00757015,-52.72323722,-2.57018800,2.03546279,-5.76690400,23.55875285,6.93717699
6.85000000,0.05089537,-14.61778803,-0.17751596,-0.04768541,-1.13625637,-0.40216303,0.22337022,-0.00124662,-0.02992477,44.53650070,0.87014988,-1.34126343,-5.53755058,28.25339994,6.93765692
6.86666667,0.05033212,-14.65384604,-0.17177007,-0.19622488,-1.14684882,-0.41361362,-0.15531127,-0.01111788,-0.01196501,-22.72089070,-0.59226812,1.07756661,-5.34638990,27.42849258,6.93843982
6.88333333,0.04935173,-14.68990021,-0.16875115,-0.34470578,-1.11632587,-0.42853755,-0.15518019,0.03188945,-0.01577598,0.00786492,2.58043298,-0.22865943,-5.08754863,29.08310202,6.93887366
6.90000000,0.04801487,-14.72595118,-0.16845697,-0.49319989,-1.05069670,-0.44643291,-0.15514828,0.06858788,-0.01923866,0.00191589,2.20192748,-0.20776853,-4.86665510,24.81913753,6.93973984
6.91666667,0.04673965,-14.75752286,-0.17366672,-0.12557474,-1.01066275,-0.49016741,0.38579994,0.04167565,-0.04601705,32.45689762,-1.61468789,-1.60671642,-4.74177618,19.85063927,6.94096778
6.93333333,0.04516025,-14.78907204,-0.18157844,0.24179392,-0.94108517,-0.53678857,0.38553899,0.07291106,-0.04874064,-0.01566357,1.87433765,-0.16353006,-4.55446159,21.03151277,6.94211377
6.95000000,0.04457501,-14.82497991,-0.17821104,0.27511985,-0.92893382,-0.54422187,0.03502585,0.01275985,-0.00772562,-21.03080185,-3.60873294,2.46076687,-4.49781743,16.14803719,6.94356732
6.96666667,0.04398609,-14.86237966,-0.17486116,0.13705723,-0.90675783,-0.54561043,-0.14455554,0.02322772,-0.00137037,-10.77488334,0.62807309,0.38131455,-4.33189650,21.17165724,6.94398994
6.98333333,0.04311372,-14.89977739,-0.17423341,-0.00115319,-0.85660766,-0.54932921,-0.14467368,0.05252174,-0.00383154,-0.00708838,1.75765342,-0.14767241,-4.15511960,19.87477651,6.94442983
7.00000000,0.04230588,-14.94282780,-0.15208132,-1.52729045,-0.87781603,-0.60555086,-1.59727597,-0.02299323,-0.05856871,-87.15613472,-4.53086866,-3.28423526,-4.12453200,15.99532930,6.94516757
7.01666667,0.04152115,-14.97838884,-0.13469745,-2.16569812,-0.86722300,-0.62215250,-0.66827421,0.01052717,-0.01773168,55.74013109,2.00923683,2.44915383,-3.90413706,24.04175447,6.94584552
7.03333333,0.04057687,-15.01375736,-0.11983937,-2.67939488,-0.84804982,-0.64591720,-0.53756947,0.01900844,-0.02571008,7.84228674,0.50895415,-0.47879572,-3.73526885,21.41085444,6.94650148
7.05000000,0.03945855,-15.04895464,-0.10763177,-3.11103626,-0.81748403,-0.67767975,-0.45153035,0.03028778,-0.03483251,5.16235134,0.67689946,-0.54745513,-3.57028146,20.55083867,6.94732264
7.06666667,0.03806593,-15.08411483,-0.09812103,-3.54269125,-0.75972482,-0.71157711,-0.45153943,0.05832372,-0.03894423,-0.00053743,1.68233167,-0.24682408,-3.40070271,19.06347801,6.94831823
7.08333333,0.03645530,-15.11923780,-0.09130580,-3.97438577,-0.68023904,-0.74706053,-0.45160244,0.08062287,-0.04253177,-0.00376484,1.33827843,-0.21542552,-3.26550056,15.20478152,6.94958691
7.10000000,0.03508769,-15.15280069,-0.08797697,-4.02566122,-0.63782026,-0.78788201,-0.05320384,0.04133086,-0.04573986,23.90394037,-2.35706864,-0.19270590,-3.21742203,11.07546162,6.95106900
7.11666667,0.03352814,-15.18636217,-0.08737045,-4.07703061,-0.57653630,-0.83033826,-0.05332275,0.06087509,-0.04888058,-0.00713310,1.17265863,-0.18844565,-3.09885465,13.32266712,6.95228163
7.13333333,0.03195434,-15.21969571,-0.08905050,-3.81968546,-0.52352188,-0.87816434,0.26997196,0.05193640,-0.05378495,19.39768443,-0.53631533,-0.29426509,-3.02975017,9.85494497,6.95368310
7.15000000,0.03025133,-15.25301524,-0.09344222,-3.56246189,-0.45800104,-0.92725017,0.26980413,0.06516197,-0.05571121,-0.01007753,0.79366496,-0.11565441,-2.94983722,8.96930195,6.95508765
7.16666667,0.02846658,-15.28632081,-0.10054506,-3.30536485,-0.38463100,-0.97718243,0.26961583,0.07356316,-0.05679577,-0.01130772,0.50422790,-0.06515934,-2.89911778,5.69322688,6.95661396
7.18333333,0.02664622,-15.31961256,-0.11035877,-3.04840521,-0.30792167,-1.02754715,0.26940620,0.07728360,-0.05711163,-0.01258953,0.22339938,-0.01903987,-2.87664089,2.52454283,6.95821271
7.20000000,0.02509130,-15.35241301,-0.12223900,-2.32675702,-0.27130895,-1.06928173,0.75592907,0.03624955,-0.04545382,29.19136027,-2.46186369,0.69938005,-2.91253752,-0.41854435,6.95983808
7.21666667,0.02425214,-15.39120746,-0.12607676,-2.28024315,-0.26300215,-1.07920742,0.04875768,0.00827406,-0.01073528,-42.43028768,-1.67764125,2.08264601,-2.94393523,1.49045972,6.96118302
7.23333333,0.02336457,-15.42999963,-0.13263813,-2.23370947,-0.24982071,-1.08947174,0.04877805,0.01336957,-0.01128392,0.00122247,0.30573139,-0.03291881,-2.91222800,3.58385076,6.96179786
7.25000000,0.02268683,-15.46617888,-0.14261466,-1.53050858,-0.27290658,-1.08844914,0.73638536,-0.02412740,0.00186428,41.25643838,-2.24981726,0.78889128,-2.91625080,2.77580625,6.96247841
7.26666667,0.02191859,-15.50226087,-0.15523760,-0.82717123,-0.28700822,-1.08813318,0.73653152,-0.01475737,0.00063462,0.00876630,0.56203784,-0.07370944,-2.85953747,6.38596552,6.96296479
7.28333333,0.02106987,-15.53824615,-0.17050627,-0.12365551,-0.29316159,-1.08847364,0.73672175,-0.00644657,-0.00030305,0.01141341,0.49862191,-0.05622624,-2.80942599,5.64514580,6.96355769
7.30000000,0.02015315,-15.57413532,-0.18841989,0.58007700,-0.29261241,-1.08938086,0.73695181,0.00057889,-0.00094773,0.01380529,0.42162637,-0.03867351,-2.76712793,4.77001765,6.96424295
7.31666667,0.01904768,-15.62353079,-0.18272789,-0.36165744,-0.28052874,-1.09294158,-0.98616334,0.01266121,-0.00370465,-103.38690642,0.72514418,-0.16542401,-2.75995621,3.76342350,6.96500398
7.33333333,0.01825144,-15.65937317,-0.17845856,-0.34934646,-0.31016675,-1.09726462,0.01291537,-0.03106435,-0.00433436,59.94472077,-2.62364667,-0.03786608,-2.76173251,2.99023618,6.96596102
7.35000000,0.01744438,-15.69534821,-0.17291613,-0.37901473,-0.33398692,-1.10179272,-0.03104189,-0.02497405,-0.00458310,-2.63743538,0.36541747,-0.01492431,-2.69765818,7.92852282,6.96660151
7.36666667,0.01656840,-15.73116225,-0.17007222,-0.33445511,-0.35384791,-1.10934118,0.04671017,-0.02084719,-0.00777494,4.66512376,0.24761105,-0.19151037,-2.63058279,8.27556930,6.96726130
7.38333333,0.01559031,-15.76678581,-0.16993977,-0.20868187,-0.36642935,-1.12143164,0.13178901,-0.01323512,-0.01259826,5.10472988,0.45672319,-0.28939932,-2.55674672,8.69594151,6.96799698
7.40000000,0.01448950,-15.80239927,-0.17253273,-0.08228720,-0.36698362,-1.13459341,0.13244840,-0.00061543,-0.01378118,0.03956328,0.75717704,-0.07097712,-2.48094006,8.51349956,6.96883938
7.41666667,0.01328078,-15.83800287,-0.17785104,0.04472464,-0.35697731,-1.14870475,0.13309985,0.01047374,-0.01478050,0.03908670,0.66535231,-0.05996193,-2.41429925,7.48496553,6.96980555
7.43333333,0.01235973,-15.87905853,-0.17613360,-0.44634777,-0.35707795,-1.14940022,-0.51424529,-0.00010794,-0.00072791,-38.84070826,-0.63489341,0.84315163,-2.39171078,6.21842121,6.97087795
7.45000000,0.01182854,-15.91516144,-0.17965475,-0.14792381,-0.40042390,-1.13913313,0.31243775,-0.04533545,0.01098671,49.60098146,-2.71372033,0.70288010,-2.36394294,7.57248141,6.97164868
7.46666667,0.01100648,-15.95095277,-0.17450724,-0.14062088,-0.41436518,-1.14244351,0.00767226,-0.01460796,-0.00342977,-18.28593445,1.84354004,-0.86495749,-2.24353781,12.90156566,6.97203288
7.48333333,0.01002795,-15.98673676,-0.17208825,-0.13257841,-0.41296227,-1.14710948,0.00845734,0.00145747,-0.00488955,0.04710461,0.96392601,-0.08758713,-2.14696856,10.84603798,6.97272170
7.50000000,0.00891109,-16.02251405,-0.17239749,-0.12384110,-0.39799454,-1.15297047,0.00919312,0.01566040,-0.00617252,0.04414693,0.85217574,-0.07697773,-2.06151118,9.59980858,6.97357227
7.51666667,0.00767891,-16.05828543,-0.17543451,-0.11447045,-0.37172266,-1.15982976,0.00986118,0.02749685,-0.00724007,0.04008357,0.71018730,-0.06405309,-1.99021701,8.01035048,6.97456143
7.53333333,0.00635739,-16.09405179,-0.18119874,-0.10453902,-0.33669980,-1.16746416,0.01044958,0.03666050,-0.00806465,0.03530433,0.54981893,-0.04947519,-1.93492195,6.21480537,6.97566264
7.55000000,0.00554791,-16.12975415,-0.17731182,-0.03812565,-0.37483094,-1.16969078,0.06956240,-0.03993371,-0.00228195,3.54676900,-4.59565257,0.34696227,-1.97820910,4.32378475,6.97684625
7.56666667,0.00471293,-16.16672253,-0.17380279,-0.11924168,-0.40137823,-1.16672459,-0.08496555,-0.02779596,0.00314429,-9.27167758,0.72825952,0.32557491,-1.87829549,12.25613493,6.97750317
7.58333333,0.00397534,-16.19321175,-0.17690856,1.04044824,-0.44676047,-1.16866434,1.21443941,-0.04750712,-0.00241327,77.96429759,-1.18267485,-0.33345240,-1.77945660,12.32870285,6.97819000
7.60000000,0.00325869,-16.22418890,-0.17216445,1.69416658,-0.48737605,-1.16674948,0.68455588,-0.04256851,0.00098971,-31.79303380,0.29536984,0.20433411,-1.67447425,14.96294728,6.97879022
7.61666667,0.00231755,-16.25508332,-0.17007541,2.34853685,-0.50584554,-1.16666042,0.68525413,-0.01933256,-0.00058901,0.04188476,1.39377659,-0.09466319,-1.53565883,15.59194812,6.97937201
7.63333333,0.00117356,-16.28589683,-0.17064001,3.00345423,-0.50440335,-1.16829904,0.68584300,0.00158873,-0.00164352,0.03533045,1.25520135,-0.06325610,-1.41077843,14.02781934,6.98018569
7.65000000,-0.00014337,-16.31663148,-0.17385658,3.65879687,-0.48605879,-1.17147262,0.68630193,0.01937113,-0.00220139,0.02753914,1.06714601,-0.03348640,-1.30462059,11.92769196,6.98120305
7.66666667,-0.00159825,-16.34728929,-0.17972349,4.31444972,-0.45430553,-1.17593096,0.68663635,0.03349624,-0.00234553,0.02006935,0.84794890,-0.00867636,-1.22023873,9.48442109,6.98191068
7.68333333,-0.00248649,-16.38501536,-0.17655492,4.20696738,-0.42522254,-1.14470151,-0.11280624,0.02794184,0.03487477,-47.96655113,-0.33262687,2.23318921,-1.18884268,6.85699180,6.98031596
7.70000000,-0.00346425,-16.42604819,-0.17009259,3.71591777,-0.37691620,-1.10894188,-0.51448804,0.04787857,0.04085190,-24.10090623,1.19621262,0.35863153,-1.12744027,6.63508565,6.97935338
7.71666667,-0.00448992,-16.46703849,-0.16631307,3.22494932,-0.32361144,-1.07334136,-0.51436880,0.05346172,0.04059086,0.00716960,0.33525515,-0.01557367,-1.09332168,3.84715624,6.97833188
7.73333333,-0.00553759,-16.50798697,-0.16521612,2.73395741,-0.26785605,-1.03767923,-0.51435823,0.05636705,0.04032927,0.00065152,0.17462627,-0.01561406,-1.07527390,2.04267387,6.97729205
7.75000000,-0.00658235,-16.54889418,-0.16680157,2.24284472,-0.21210505,-1.00174844,-0.51444954,0.05669380,0.04012574,-0.00546014,0.01993151,-0.01213670,-1.07270923,0.30372824,6.97625652
7.76666667,-0.00742125,-16.58439031,-0.17396744,2.50070358,-0.22340067,-1.01193915,0.27006972,-0.01137699,-0.01115199,47.07117317,-4.08392127,-3.07659476,-1.13820654,-1.26296765,6.97524712
7.78333333,-0.00832914,-16.61987693,-0.18384458,2.75841484,-0.22790370,-1.02271230,0.26991903,-0.00419302,-0.01148601,-0.00904168,0.43102634,-0.02004676,-1.09548372,4.79282099,6.97446756
7.80000000,-0.00912357,-16.66298693,-0.17820132,2.02243298,-0.24807054,-1.03138120,-0.77068068,-0.02072180,-0.00995097,-62.43598268,-0.99172373,0.09209494,-1.09961876,4.16217320,6.97362575
7.81666667,-0.01001675,-16.70600033,-0.17518996,1.28642070,-0.25841871,-1.04080436,-0.77070664,-0.01054723,-0.01017664,-0.00156074,0.60994051,-0.01358224,-1.03911428,6.78714670,6.97291278
7.83333333,-0.01088312,-16.75193390,-0.16895515,0.18388654,-0.26633601,-1.04709907,-1.15454088,-0.00820585,-0.00669767,-23.03005721,0.14012082,0.20868489,-0.99270228,6.87118334,6.97210310
7.85000000,-0.01186015,-16.79764186,-0.16524691,-0.91855670,-0.26304292,-1.05405742,-1.15444221,0.00340178,-0.00730876,0.00590951,0.69549049,-0.03672122,-0.92378751,7.73390367,6.97132874
7.86666667,-0.01309777,-16.83370406,-0.16911887,-0.53494947,-0.26053255,-1.08015128,0.40183740,0.00228206,-0.02735634,93.37676952,-0.06772035,-1.20296822,-0.84061725,7.45060734,6.97044279
7.88333333,-0.01443050,-16.86952297,-0.17558065,-0.03038735,-0.25148645,-1.10989078,0.52851535,0.00931933,-0.03118928,7.60067609,0.42229718,-0.23003181,-0.77666870,7.34115648,6.96930301
7.90000000,-0.01585101,-16.90529742,-0.18472186,0.47382825,-0.23390637,-1.14044786,0.52814888,0.01853356,-0.03192764,-0.02198942,0.55303484,-0.04441634,-0.72210545,6.11089906,6.96807925
7.91666667,-0.01676423,-16.95045625,-0.17843567,-0.15902799,-0.23328075,-1.14760320,-0.66269495,0.00067574,-0.00749120,-71.45063041,-1.07121757,1.46606258,-0.73031413,4.45815425,6.96678142
7.93333333,-0.01749356,-16.98649911,-0.17426765,-0.24363299,-0.24050950,-1.14734104,-0.08859929,-0.00756892,0.00030113,34.44573834,-0.49480394,0.46750213,-0.67889598,6.48740353,6.96601237
7.95000000,-0.01827825,-17.02219640,-0.17281727,-0.18360183,-0.24607003,-1.14955548,0.06287433,-0.00583158,-0.00229722,9.08841725,0.10423849,-0.15590073,-0.61714960,7.67512310,6.96542517
7.96666667,-0.01917455,-17.05789408,-0.17408800,-0.12378131,-0.24067907,-1.15274309,0.06265808,0.00563643,-0.00335316,-0.01297480,0.68808017,-0.06335637,-0.54818000,7.74884624,6.96477599
7.98333333,-0.02016658,-17.09359210,-0.17807994,-0.06417398,-0.22590671,-1.15676981,0.06243782,0.01546264,-0.00424210,-0.01321593,0.58957314,-0.05333702,-0.48907106,6.64152060,6.96400866
8.00000000,-0.02089775,-17.12969653,-0.17274748,-0.17899068,-0.22755569,-1.15612702,-0.12023844,-0.00172537,0.00067679,-10.96057534,-1.03127849,0.29513319,-0.47023051,5.35410303,6.96314396
8.01666667,-0.02172969,-17.16579859,-0.17013510,-0.29394074,-0.21926420,-1.15632421,-0.12037461,0.00868190,-0.00024234,-0.00817063,0.62443478,-0.05514740,-0.40744558,7.05853099,6.96254728
8.03333333,-0.02264860,-17.20189808,-0.17024306,-0.40901042,-0.20241041,-1.15725310,-0.12049710,0.01764295,-0.00108097,-0.00734933,0.53766539,-0.05031832,-0.35342303,6.07237960,6.96184203
8.05000000,-0.02331073,-17.23600387,-0.17367184,-0.05603531,-0.21949876,-1.15336971,0.36961969,-0.01787826,0.00413924,29.40700788,-2.13126654,0.31321098,-0.34264866,4.90020800,6.96104607
8.06666667,-0.02409298,-17.27008498,-0.17980342,0.29692986,-0.22474334,-1.15048602,0.36961256,-0.00549846,0.00300822,-0.00042901,0.74274503,-0.06784413,-0.26808098,8.38009794,6.96051416
8.08333333,-0.02487639,-17.31077868,-0.17653463,-0.11566032,-0.22402055,-1.14566755,-0.43208319,0.00074893,0.00504705,-48.10174474,0.37484680,0.12233813,-0.22359772,7.33097925,6.95985274
8.10000000,-0.02557136,-17.34675275,-0.17204401,-0.10636874,-0.23340006,-1.14358745,0.00972142,-0.00981797,0.00219729,26.50827598,-0.63405478,-0.17097508,-0.17207243,7.16782950,6.95918900
8.11666667,-0.02638924,-17.38272351,-0.17027772,-0.09690917,-0.23070392,-1.14256486,0.00990170,0.00282529,0.00106583,0.01081677,0.75859516,-0.06788739,-0.09591841,8.55786149,6.95861398
8.13333333,-0.02731447,-17.41869071,-0.17123615,-0.08725351,-0.21747508,-1.14247366,0.01011102,0.01385335,0.00007324,0.01255899,0.66168398,-0.05955520,-0.02948434,7.46565257,6.95790969
8.15000000,-0.02832831,-17.45465420,-0.17491960,-0.07738020,-0.19555437,-1.14314795,0.01034184,0.02295427,-0.00073909,0.01384959,0.54605492,-0.04874005,0.02543342,6.17342909,6.95709654
8.16666667,-0.02940980,-17.49061385,-0.18132834,-0.06727271,-0.16699381,-1.14440310,0.01058870,0.02990687,-0.00135214,0.01481125,0.41715603,-0.03678308,0.06751002,4.73248484,6.95619655
8.18333333,-0.03008254,-17.52659785,-0.17851329,-0.08229240,-0.18142736,-1.14194209,-0.01573642,-0.01511139,0.00259688,-1.57950725,-2.70109552,0.23694096,0.04592557,3.22844642,6.95523319
8.20000000,-0.03074286,-17.56226660,-0.17513729,0.02554941,-0.20017603,-1.13868346,0.11292031,-0.01963188,0.00342214,7.71940410,-0.27122910,0.04951581,0.10088721,7.66768543,6.95469177
8.21666667,-0.03152855,-17.59792697,-0.17448596,0.13388097,-0.20660838,-1.13650182,0.11343644,-0.00673911,0.00227522,0.03096737,0.77355970,-0.06881366,0.17855472,8.72762608,6.95415697
8.23333333,-0.03242763,-17.63357880,-0.17655966,0.24272886,-0.20192053,-1.13530618,0.11398078,0.00490496,0.00126819,0.03266036,0.69864276,-0.06042119,0.24870147,7.88258690,6.95348849
8.25000000,-0.03319632,-17.67458022,-0.17083729,-0.30504654,-0.19194535,-1.12408525,-0.57366945,0.01045241,0.01174482,-41.25901384,0.33284896,0.62859814,0.29078768,6.76796926,6.95270382
8.26666667,-0.03389657,-17.71059431,-0.17057452,-0.15670651,-0.20166609,-1.12323498,0.15533826,-0.01017587,0.00093141,43.74046253,-1.23771368,-0.64877453,0.33230376,6.42740799,6.95205372
8.28333333,-0.03471986,-17.74659697,-0.17303607,-0.00771476,-0.19929505,-1.12343626,0.15602453,0.00248265,-0.00021434,0.04117639,0.75950645,-0.06874373,0.40867279,8.58334478,6.95147245
8.30000000,-0.03564925,-17.78258835,-0.17822208,0.14193015,-0.18652595,-1.12456150,0.15671175,0.01337314,-0.00116269,0.04123324,0.65343268,-0.05690105,0.47438416,7.38575868,6.95076178
8.31666667,-0.03642065,-17.82523967,-0.17356001,-0.49762126,-0.15848341,-1.10652097,-0.66979353,0.02942473,0.01880077,-49.59031671,0.96310669,1.19780593,0.51882998,6.02578151,6.94994407
8.33333333,-0.03672914,-17.86111481,-0.17531502,-0.20360292,-0.17990887,-1.08778964,0.30783735,-0.02231626,0.01975227,58.65785819,-3.10428648,0.05712675,0.51727864,4.20669618,6.94928921
8.35000000,-0.03711387,-17.89683712,-0.17973751,0.15983869,-0.19709860,-1.07334352,0.38054538,-0.01799529,0.01513476,4.36247969,0.25920631,-0.27701869,0.59222204,9.32743211,6.94910608
8.36666667,-0.03783433,-17.93903706,-0.17456624,-0.24892827,-0.16370048,-1.05231641,-0.42812907,0.03499161,0.02199228,-48.52046877,3.17915965,0.41148899,0.69944056,9.36812471,6.94882912
8.38333333,-0.03794668,-17.97500105,-0.17646162,-0.15128361,-0.18373499,-1.02739586,0.10217412,-0.02088882,0.02616974,31.81819626,-3.35270546,0.25066516,0.68344052,4.05574446,6.94820294
8.40000000,-0.03799980,-18.01033619,-0.18065773,0.30144157,-0.21862044,-0.99877725,0.47398745,-0.03657130,0.02992133,22.30879889,-0.94095562,0.22509999,0.74588797,9.62598570,6.94819584
8.41666667,-0.03861063,-18.05125219,-0.17773196,0.12882937,-0.22586889,-0.99131486,-0.18078939,-0.00761985,0.00778599,-39.28661794,1.73688131,-1.32800657,0.85218386,11.99230651,6.94823519
8.43333333,-0.03928116,-18.09521400,-0.17150757,-0.41901543,-0.22998110,-0.98575320,-0.57372490,-0.00429154,0.00583502,-23.57613056,0.19968808,-0.11705414,0.92284132,9.99906597,6.94769216
8.45000000,-0.03957889,-18.13143137,-0.17333688,-0.29404504,-0.25949564,-0.97085261,0.13080204,-0.03080987,0.01579574,42.27161493,-1.59122716,0.59767230,0.98542458,10.37506889,6.94709240
8.46666667,-0.03991619,-18.16724299,-0.17781792,0.02403876,-0.29176614,-0.95759697,0.33302979,-0.03376083,0.01396072,12.13366390,-0.17707178,-0.11009540,1.08814377,13.77336497,6.94687515
